,gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
1040,001373,P,01,LC,28935.0,23588.0,1965-01-29,1975-11-28
1043,001374,C,01,LU,12328.0,224.0,1975-12-30,1988-06-03
1044,001375,C,00X,LU,17670.0,74.0,1949-10-01,1962-01-30
1045,001375,P,01,LU,17670.0,74.0,1962-01-31,1983-10-31
1048,001376,P,01,LC,42921.0,24645.0,1966-01-31,1972-05-31
1050,001377,C,00X,LU,63087.0,212.0,1974-01-01,1978-01-30
1051,001377,P,01,LU,63087.0,212.0,1978-01-31,1986-09-25
1053,001378,C,01,LU,12387.0,223.0,1973-01-31,1974-10-28
1055,001379,P,01,LU,26227.0,23394.0,1962-01-31,1984-09-28
1056,001380,P,01,LC,28484.0,20064.0,1964-03-31,
1062,001381,C,01,LU,12408.0,5250.0,1981-12-29,1989-09-11
1065,001382,P,01,LC,12424.0,5814.0,1983-02-25,1994-08-25
1066,001382,P,01,LC,80778.0,5814.0,1994-09-21,2005-09-26
1067,001382,P,01,LC,90893.0,47434.0,2005-09-27,2013-12-31
1071,001383,C,01,LC,11206.0,9056.0,1987-03-26,1987-11-06
1072,001383,C,01,LC,12432.0,9056.0,1981-08-18,1987-03-25
1074,001384,P,01,LU,12459.0,192.0,1978-07-25,1987-03-31
1077,001385,P,01,LU,12467.0,1895.0,1979-12-05,1983-09-30
1080,001386,C,01,LC,51190.0,21337.0,1970-09-28,1987-04-29
1083,001387,P,01,LU,42235.0,24599.0,1965-07-09,1978-09-29
1089,001390,P,01,LU,12475.0,199.0,1972-12-14,1984-08-31
1092,001391,P,01,LC,38877.0,24344.0,1963-01-22,1979-11-30
1094,001392,P,01,LU,60046.0,209.0,1976-08-12,1997-09-30
1098,001393,P,01,LU,81073.0,30020.0,1994-11-03,
1099,001394,C,00X,LC,15843.0,22638.0,1950-01-01,1962-01-30
1100,001394,P,01,LC,15843.0,22638.0,1962-01-31,1986-12-04
1103,001395,C,00X,LU,10217.0,22174.0,1950-01-01,1962-01-30
1104,001395,P,01,LU,10217.0,22174.0,1962-01-31,1970-01-16
1111,001397,P,01,LC,39482.0,20066.0,1963-08-01,2012-01-26
1114,001402,P,01,LU,12571.0,24.0,1972-12-14,1978-05-31
1118,001408,C,00X,LC,10225.0,20067.0,1950-01-01,1962-01-30
1119,001408,P,01,LC,10225.0,20067.0,1962-01-31,2014-04-30
1120,001409,C,00X,LU,10233.0,22176.0,1950-01-01,1962-01-30
1121,001409,P,01,LU,10233.0,22176.0,1962-01-31,1986-01-31
1124,001410,P,01,LU,47730.0,20068.0,1969-02-13,
1127,001411,P,01,LU,56119.0,20069.0,1972-12-14,2000-02-29
1129,001412,P,01,LU,75000.0,7360.0,1984-12-21,1988-10-31
1132,001414,C,00X,LC,10241.0,22177.0,1950-01-01,1962-01-30
1133,001414,P,01,LC,10241.0,22177.0,1962-01-31,1988-12-15
1134,001414,P,02,LC,93330.0,53383.0,2010-04-01,
1137,001415,P,01,LC,54332.0,20070.0,1972-03-02,1984-01-30
1141,001416,C,01,LC,54332.0,20070.0,1984-01-31,1991-12-09
1143,001417,P,01,LC,51916.0,20071.0,1982-01-29,
1148,001418,C,01,LC,12619.0,6085.0,1983-06-21,1989-06-21
1149,001418,C,01,LC,77200.0,11193.0,1991-11-12,2000-04-18
1150,001418,C,01,LC,77200.0,11193.0,2000-07-10,2002-04-29
1151,001419,P,01,LU,49947.0,20075.0,1973-01-31,1990-07-31
1152,001420,C,00X,LC,18825.0,22876.0,1950-01-01,1962-01-30
1153,001420,P,01,LC,18825.0,22876.0,1962-01-31,1975-12-31
1157,001421,P,01,LC,12678.0,44.0,1977-12-30,1982-08-27
1161,001422,P,02,LC,12694.0,5553.0,1982-06-21,1989-08-24
1163,001423,P,01,LU,12707.0,5895.0,1983-04-05,1986-05-30
1168,001425,C,00X,LU,10268.0,22178.0,1950-01-01,1962-01-30
1169,001425,P,01,LU,10268.0,22178.0,1962-01-31,1974-01-11
1173,001426,C,01,LU,12715.0,6332.0,1972-12-14,1989-05-24
1176,001427,P,01,LU,57621.0,25578.0,1972-12-14,1986-11-28
1179,001428,C,00X,LC,28994.0,25620.0,1962-07-02,1965-01-28
1180,001428,C,01,LC,28994.0,25620.0,1965-01-29,1970-06-30
1182,001429,P,01,LU,10276.0,22179.0,1973-01-31,1973-02-28
1184,001430,C,00X,LU,23341.0,20076.0,1950-01-01,1962-01-30
1185,001430,P,01,LU,23341.0,20076.0,1962-01-31,1994-11-30
1187,001431,C,00X,LU,12723.0,57.0,1973-02-01,1979-09-27
1188,001431,C,01,LU,12723.0,57.0,1979-09-28,1992-07-10
1191,001432,C,01,LU,12731.0,6068.0,1983-06-15,1984-03-01
1193,001433,P,01,LU,12750.0,66.0,1981-05-07,1984-07-31
1196,001434,P,01,LU,49269.0,25056.0,1969-09-23,1987-09-30
1202,001437,C,01,LU,85367.0,7331.0,1985-06-28,1988-01-14
1205,001439,P,01,LC,12758.0,7019.0,1984-05-09,2022-05-31
1209,001440,C,00X,LC,24109.0,20077.0,1951-01-01,1962-01-30
1210,001440,P,01,LC,24109.0,20077.0,1962-01-31,
1214,001441,C,01,LC,12766.0,5080.0,1981-06-18,1992-07-09
1215,001441,C,01,LC,88851.0,41079.0,2000-12-15,2007-12-21
1218,001442,P,01,LU,12774.0,6781.0,1984-01-24,1985-01-31
1221,001444,C,00X,LC,12627.0,36.0,1982-08-01,1985-02-27
1222,001444,P,01,LC,12627.0,36.0,1985-02-28,2005-08-22
1224,001445,P,01,LU,12803.0,84.0,1978-01-31,1984-08-31
1227,001446,P,01,LC,12811.0,6592.0,1983-11-15,1997-10-14
1231,001447,C,01,LU,59176.0,90.0,1972-12-14,
1234,001449,P,01,LU,57904.0,92.0,1973-08-23,
1238,001451,P,01,LU,12838.0,6658.0,1984-03-06,1986-05-30
1240,001452,P,01,LU,12854.0,1722.0,1985-01-31,1988-05-31
1243,001453,P,01,LU,12897.0,381.0,1982-12-06,1986-03-31
1245,001454,P,01,LU,12910.0,6475.0,1983-10-06,1989-03-31
1249,001456,P,01,LU,12918.0,102.0,1972-12-14,1997-09-30
1252,001457,P,01,LC,12934.0,22394.0,1972-12-14,1974-11-29
1256,001458,C,01,LU,12969.0,106.0,1972-12-14,1987-01-23
1259,001459,C,00X,LC,51473.0,25185.0,1973-02-01,1977-12-02
1262,001461,P,01,LU,13005.0,99.0,1980-10-27,1986-06-30
1269,001462,C,03,LU,66763.0,6849.0,1984-02-08,1984-10-30
1271,001462,P,01,LU,66771.0,6849.0,1984-11-16,1993-02-25
1274,001463,P,01,LU,13040.0,111.0,1972-12-14,1986-10-31
1277,001464,P,01,LU,56661.0,25533.0,1972-12-14,1980-03-31
1279,001465,C,00X,LC,48397.0,20082.0,1971-01-01,1971-01-28
1280,001465,P,01,LU,48397.0,20082.0,1971-01-29,2001-09-28
1282,001466,P,01,LU,41849.0,24569.0,1965-05-28,1974-02-28
1284,001467,P,01,LU,13048.0,117.0,1981-01-30,1984-09-28
1288,001468,P,01,LU,13056.0,121.0,1972-12-14,2013-08-30
1291,001470,C,00X,LU,13064.0,217.0,1983-01-01,1983-01-30
1292,001470,P,01,LU,13064.0,217.0,1983-01-31,1991-05-31
1299,001472,P,01,LU,66421.0,20084.0,1984-08-24,1989-12-29
1300,001472,P,02,LU,66421.0,20084.0,1990-01-31,1994-04-29
1303,001473,C,01,LU,13099.0,126.0,1979-01-31,1986-09-18
1305,001474,C,00X,LC,59643.0,124.0,1979-01-01,1979-01-30
1306,001474,P,01,LC,59643.0,124.0,1979-01-31,1999-10-29
1309,001475,P,02,LU,41734.0,20085.0,1965-03-17,1995-04-28
1312,001476,C,01,LU,13101.0,125.0,1979-01-31,1987-12-21
1315,001477,P,02,LU,13120.0,6292.0,1983-08-16,1990-10-31
1317,001478,C,00X,LC,15667.0,20086.0,1950-01-01,1962-01-30
1318,001478,P,01,LC,15667.0,20086.0,1962-01-31,2009-10-15
1320,001479,C,00X,LC,13128.0,128.0,1976-09-01,1979-01-30
1321,001479,P,03,LC,13128.0,128.0,1979-01-31,1989-10-27
1324,001481,P,01,LU,27190.0,23459.0,1962-01-31,1985-11-29
1331,001484,P,01,LU,13179.0,219.0,1981-03-12,1983-03-31
1334,001485,P,01,LU,65859.0,20088.0,1984-02-16,1999-10-08
1339,001487,P,01,LC,66800.0,137.0,1972-12-14,
1342,001488,P,01,LU,53313.0,25310.0,1971-10-01,1979-06-29
1343,001489,C,00X,LU,21194.0,23053.0,1950-01-01,1962-01-30
1344,001489,P,01,LU,21194.0,23053.0,1962-01-31,1980-11-28
1348,001491,C,00X,LC,19580.0,20089.0,1962-07-02,1965-06-29
1349,001491,P,01,LC,19580.0,20089.0,1965-06-30,1980-11-25
1350,001491,P,01,LC,29014.0,20089.0,1980-11-26,2011-12-21
1353,001492,P,01,LC,13224.0,225.0,1972-12-14,1975-01-31
1356,001494,P,01,LU,13232.0,7012.0,1984-06-08,1998-02-27
1359,001495,P,01,LU,13283.0,178.0,1978-04-21,1997-07-31
1363,001496,C,01,LU,10488.0,418.0,1972-12-14,2006-03-31
1366,001497,P,01,LU,13291.0,5313.0,1982-02-19,1991-08-30
1370,001498,P,01,LU,50112.0,20090.0,1970-02-18,1995-11-30
1374,001500,P,01,LC,13304.0,249.0,1979-04-27,2004-05-28
1376,001501,P,01,LU,29022.0,23594.0,1962-12-31,1980-05-30
1381,001503,P,01,LU,13339.0,226.0,1972-12-14,1975-07-31
1384,001504,P,01,LU,13347.0,6084.0,1983-06-21,1985-12-31
1386,001505,P,01,LU,13355.0,227.0,1978-01-31,1983-03-31
1391,001506,P,01,LC,60409.0,20092.0,1978-08-22,1990-08-14
1393,001508,C,00X,LU,13363.0,247.0,1974-01-01,1977-11-29
1394,001508,P,01,LU,13363.0,247.0,1977-11-30,1986-11-28
1396,001509,P,01,LU,13371.0,5536.0,1982-05-14,1985-01-31
1399,001510,P,01,LU,53161.0,25303.0,1971-09-10,1978-09-29
1402,001511,C,01,LC,13390.0,254.0,1980-10-29,1992-09-03
1405,001512,P,01,LU,13398.0,229.0,1972-12-14,1982-02-26
1408,001513,C,02,LU,10090.0,7390.0,1986-03-07,1995-08-31
1411,001514,P,02,LU,13435.0,231.0,1979-01-31,1986-01-31
1415,001516,P,01,LC,48581.0,25014.0,1969-06-23,1984-12-31
1416,001517,C,00X,LU,10321.0,22184.0,1949-10-01,1962-01-30
1417,001517,P,01,LU,10321.0,22184.0,1962-01-31,1987-07-31
1420,001518,P,01,LC,85404.0,7476.0,1985-03-26,2009-12-23
1423,001519,C,01,LC,13443.0,257.0,1972-12-14,1977-06-30
1425,001522,P,01,LU,13451.0,235.0,1980-10-08,1982-06-30
1427,001523,P,01,LU,13470.0,6743.0,1983-12-22,2011-12-30
1430,001524,C,01,LU,13478.0,22441.0,1972-12-14,1973-07-31
1431,001525,C,00X,LU,13486.0,230.0,1973-06-01,1979-01-30
1432,001525,C,01,LU,13486.0,230.0,1979-01-31,1986-11-28
1435,001526,P,01,LC,13507.0,261.0,1972-12-14,2022-05-31
1437,001527,P,01,LU,13515.0,284.0,1981-06-05,1993-07-30
1438,001528,C,00X,LU,24141.0,23259.0,1951-01-01,1962-01-30
1439,001528,P,01,LU,24141.0,23259.0,1962-01-31,1985-05-31
1443,001529,C,01,LC,85412.0,7452.0,1985-03-07,1986-02-02
1444,001529,C,01,LC,85412.0,7452.0,1986-05-13,1988-05-27
1449,001530,C,01,LU,13523.0,290.0,1972-12-14,1994-05-06
1451,001531,P,01,LU,13531.0,5329.0,1982-03-10,1986-12-31
1452,001532,C,00X,LU,64143.0,424.0,1982-01-01,1982-01-28
1453,001532,P,01,LU,64143.0,424.0,1982-01-29,1994-07-29
1455,001533,C,00X,LC,85439.0,975.0,1973-10-01,1979-01-30
1456,001533,P,01,LC,85439.0,975.0,1979-01-31,1981-09-27
1457,001533,P,01,LC,85439.0,975.0,1982-11-01,2014-02-26
1459,001534,P,01,LU,13550.0,308.0,1975-12-09,1984-09-28
1461,001535,P,01,LU,13558.0,316.0,1979-05-30,1982-09-30
1467,001537,P,01,LU,29049.0,20094.0,1962-07-02,1998-08-31
1470,001538,C,01,LU,13582.0,315.0,1982-01-29,1984-06-19
1472,001539,P,01,LU,13603.0,6355.0,1983-09-01,2010-11-30
1474,001540,C,00X,LU,54236.0,25360.0,1979-01-01,1979-01-30
1475,001540,C,01,LU,54236.0,25360.0,1979-01-31,1985-04-23
1479,001542,C,01,LU,46527.0,20095.0,1968-07-23,2000-03-31
1481,001543,P,01,LU,65111.0,20096.0,1983-09-19,1997-11-28
1487,001544,C,01,LC,13638.0,325.0,1972-12-14,1985-10-01
1488,001544,C,01,LC,13638.0,325.0,1987-06-15,1992-12-09
1489,001544,C,01,LC,84641.0,325.0,1997-03-18,1998-01-28
1490,001545,C,00X,LU,49322.0,20098.0,1973-10-01,1981-01-29
1491,001545,P,03,LU,49322.0,20098.0,1981-01-30,
1495,001546,P,01,LC,13646.0,240.0,1972-12-14,1997-04-24
1498,001547,P,01,LU,53014.0,25291.0,1971-08-16,1975-11-28
1502,001549,C,01,LU,13689.0,3349.0,1979-01-31,1982-11-10
1504,001550,P,01,LU,13697.0,342.0,1979-01-31,1984-05-31
1507,001551,C,01,LC,13718.0,6833.0,1984-02-03,1988-08-08
1509,001552,P,01,LU,40045.0,24429.0,1964-03-31,1978-07-31
1512,001553,C,00X,LC,60863.0,373.0,1978-10-01,1978-10-30
1513,001553,C,01,LC,60863.0,373.0,1978-10-31,1988-04-29
1514,001553,C,01,LC,76300.0,373.0,1990-07-03,1995-06-30
1517,001554,P,01,LC,58560.0,82.0,1972-12-14,2016-09-09
1518,001555,C,00X,LU,16141.0,22663.0,1950-01-01,1962-01-30
1519,001555,P,01,LU,16141.0,22663.0,1962-01-31,1983-01-31
1523,001556,P,01,LU,13734.0,367.0,1976-04-07,1987-03-13
1529,001559,P,01,LU,13769.0,7119.0,1984-07-03,
1531,001560,C,00X,LU,15974.0,20099.0,1949-07-01,1963-08-29
1532,001560,C,01,LU,15974.0,20099.0,1963-08-30,1993-11-09
1537,001562,P,01,LU,13777.0,5828.0,1983-02-28,
1540,001563,P,01,LU,13785.0,6510.0,1983-10-18,1985-10-31
1542,001564,P,02,LU,13793.0,246.0,1980-06-30,1991-01-31
1551,001567,C,00X,LC,10372.0,22187.0,1950-01-01,1962-01-30
1552,001567,C,02,LC,10372.0,22187.0,1962-01-31,1988-07-01
1553,001567,C,02,LC,81285.0,30847.0,1995-02-03,2008-06-05
1556,001568,P,01,LC,63431.0,25711.0,1981-12-11,1982-09-15
1559,001569,C,02,LU,13822.0,3572.0,1981-03-23,1987-06-11
1563,001571,P,01,LU,42905.0,24642.0,1966-01-17,1985-02-28
1564,001572,C,00X,LU,17558.0,22787.0,1950-04-01,1962-01-30
1565,001572,P,01,LU,17558.0,22787.0,1962-01-31,1979-07-31
1569,001573,P,01,LC,44652.0,20101.0,1967-06-28,1999-06-23
1572,001574,P,01,LU,13849.0,7193.0,1984-08-21,1985-04-30
1575,001575,C,01,LU,13857.0,4233.0,1980-10-29,1987-06-10
1578,001577,P,01,LU,69200.0,20102.0,1985-06-28,2007-09-28
1582,001578,C,01,LU,46498.0,24885.0,1968-07-15,1980-11-24
1585,001579,P,01,LU,13865.0,22478.0,1972-12-14,1978-11-30
1588,001581,C,00X,LC,10401.0,20103.0,1950-01-01,1962-01-30
1589,001581,P,01,LU,10401.0,20103.0,1962-01-31,2005-11-30
1592,001582,P,01,LU,13873.0,22480.0,1972-12-14,1978-11-30
1594,001583,C,01,LU,13881.0,4493.0,1980-05-01,1984-01-27
1596,001584,C,00X,LU,13902.0,409.0,1981-01-01,1981-01-29
1597,001584,C,01,LU,13902.0,409.0,1981-01-30,1987-04-30
1599,001585,P,01,LU,11144.0,9002.0,1987-03-02,
1603,001586,P,01,LC,13945.0,258.0,1979-06-25,1990-07-30
1604,001587,C,00X,LC,23544.0,20104.0,1968-01-01,1968-01-30
1605,001587,P,01,LU,23544.0,20104.0,1968-01-31,2003-01-31
1609,001588,P,01,LU,13953.0,423.0,1972-12-14,1982-10-15
1610,001589,C,00X,LU,13961.0,425.0,1974-01-01,1978-01-30
1611,001589,P,01,LU,13961.0,425.0,1978-01-31,1990-03-30
1613,001590,C,00X,LU,64696.0,5663.0,1983-01-01,1983-01-30
1614,001590,P,01,LU,64696.0,5663.0,1983-01-31,1997-02-18
1618,001593,P,01,LU,50091.0,20105.0,1970-02-17,
1623,001594,C,01,LC,44548.0,20106.0,1967-06-07,1992-09-04
1624,001594,C,01,LC,78120.0,20106.0,1993-04-22,2001-08-20
1627,001595,P,01,LU,13980.0,253.0,1972-12-14,1992-03-31
1629,001596,P,01,LU,25873.0,23368.0,1962-01-31,1984-10-17
1630,001597,C,00X,LU,13988.0,6725.0,1984-01-01,1984-01-30
1631,001597,C,01,LU,13988.0,6725.0,1984-01-31,1994-12-30
1633,001598,C,00X,LC,10460.0,20188.0,1950-01-01,1962-01-30
1634,001598,P,01,LC,10460.0,20188.0,1962-01-31,1997-07-31
1635,001598,P,01,LC,85257.0,32054.0,1997-08-08,
1639,001599,P,01,LC,45217.0,24806.0,1967-10-20,1988-11-18
1643,001600,C,01,LU,75303.0,21271.0,1988-05-17,1991-05-23
1648,001602,P,01,LU,14008.0,216.0,1983-06-17,
1650,001603,P,01,LU,14016.0,6055.0,1983-06-08,1985-02-28
1654,001604,P,01,LU,14024.0,218.0,1980-12-23,1983-03-10
1658,001606,C,01,LC,14059.0,7028.0,1984-05-11,2005-09-09
1659,001608,C,00X,LC,27051.0,23449.0,1950-01-01,1962-01-30
1660,001608,P,01,LC,27051.0,23449.0,1962-01-31,1999-04-01
1661,001609,C,00X,LU,19553.0,20191.0,1950-01-01,1962-01-30
1662,001609,P,01,LU,19553.0,20191.0,1962-01-31,1998-12-31
1667,001610,P,01,LU,14104.0,6372.0,1983-09-13,1987-01-30
1670,001611,C,01,LU,64864.0,238.0,1979-11-20,2019-07-31
1673,001612,P,01,LU,45540.0,24827.0,1967-12-21,1970-12-31
1674,001613,C,00X,LU,18075.0,20192.0,1960-01-01,1965-12-30
1675,001613,P,01,LU,18075.0,20192.0,1965-12-31,
1678,001614,P,01,LC,26673.0,23422.0,1962-01-31,1980-12-31
1680,001615,P,01,LC,14112.0,237.0,1981-07-22,1981-12-31
1683,001616,C,01,LU,14139.0,5216.0,1981-12-03,1986-11-17
1686,001617,P,01,LC,63431.0,25711.0,1982-09-16,1984-05-15
1688,001618,P,01,LU,38746.0,20193.0,1966-01-31,
1692,001619,C,01,LU,62770.0,25.0,1972-12-14,2006-11-30
1694,001620,C,00X,LU,10479.0,22194.0,1950-01-01,1962-01-30
1695,001620,P,01,LU,10479.0,22194.0,1962-01-31,1984-02-08
1697,001623,C,00X,LU,10487.0,22195.0,1949-10-01,1962-01-30
1698,001623,P,01,LU,10487.0,22195.0,1962-01-31,1986-06-30
1701,001624,C,01,LC,14155.0,4911.0,1981-03-31,1986-01-06
1704,001625,P,01,LC,47570.0,24950.0,1969-01-27,1977-12-31
1708,001626,C,01,LU,14163.0,251.0,1972-12-14,1981-03-09
1714,001627,C,01,LC,64151.0,265.0,1974-03-14,1996-01-05
1715,001627,C,01,LC,83841.0,14921.0,1996-08-21,2000-09-29
1716,001628,C,00X,LC,10495.0,22196.0,1950-01-01,1962-01-30
1717,001628,P,01,LC,10495.0,22196.0,1962-01-31,1976-12-31
1721,001630,P,01,LU,14190.0,67.0,1972-12-14,1986-12-31
1724,001631,P,01,LC,73438.0,86.0,1980-11-20,1983-04-18
1727,001632,P,01,LC,60871.0,282.0,1972-12-14,
1729,001633,C,01,LU,14198.0,173.0,1972-12-14,2018-06-29
1731,001634,P,01,LC,14219.0,283.0,1976-07-21,2013-10-31
1732,001635,C,00X,LU,14227.0,275.0,1973-07-01,1979-01-30
1733,001635,P,01,LU,14227.0,275.0,1979-01-31,2014-02-28
1738,001638,C,00X,LU,17240.0,22759.0,1950-01-01,1962-01-30
1739,001638,P,01,LU,17240.0,22759.0,1962-01-31,1987-06-30
1741,001639,C,00X,LC,18702.0,267.0,1973-01-01,1975-04-03
1742,001639,C,00X,LC,18702.0,267.0,1975-11-20,1978-01-30
1743,001639,C,01,LC,18702.0,267.0,1978-01-31,1979-02-21
1747,001640,C,01,LU,54375.0,20195.0,1972-03-14,1992-10-19
1750,001641,P,01,LU,14286.0,270.0,1972-12-14,2007-07-31
1755,001642,C,01,LC,87119.0,7484.0,1986-08-01,2004-10-28
1756,001643,C,00X,LC,22277.0,23131.0,1949-08-01,1962-01-30
1757,001643,P,01,LC,22277.0,23131.0,1962-01-31,1986-09-30
1758,001643,C,99X,LC,22277.0,23131.0,1986-10-01,1986-10-29
1760,001644,C,00X,LC,41056.0,24508.0,1964-09-03,1968-12-31
1761,001645,P,01,LU,63861.0,268.0,1973-01-31,1986-07-31
1763,001646,P,01,LU,14307.0,271.0,1977-05-31,1986-06-30
1766,001647,P,01,LU,61276.0,146.0,1972-12-14,1988-08-31
1772,001649,P,01,LC,14315.0,6591.0,1983-11-15,1989-07-27
1776,001650,P,01,LU,29073.0,20196.0,1962-07-02,2004-12-15
1778,001651,P,01,LU,14323.0,272.0,1980-06-19,2007-12-31
1780,001652,P,01,LU,14331.0,273.0,1981-05-26,1996-05-31
1782,001653,P,01,LU,39888.0,24416.0,1966-01-31,1971-02-26
1784,001654,C,00X,LU,65867.0,278.0,1974-01-01,1980-01-30
1785,001654,C,01,LU,65867.0,278.0,1980-01-31,1993-05-28
1788,001655,P,01,LC,45583.0,20199.0,1968-01-10,2008-08-04
1792,001656,C,02,LC,76878.0,11022.0,1991-07-15,1994-06-08
1794,001657,P,01,LU,14374.0,7180.0,1984-08-13,1987-01-30
1797,001658,C,01,LU,21398.0,6922.0,1984-03-14,1989-11-07
1799,001659,P,01,LU,83112.0,14382.0,1996-02-20,
1802,001661,P,01,LC,29102.0,20201.0,1968-01-31,
1805,001662,C,01,LU,14430.0,7072.0,1984-06-04,1986-11-17
1809,001663,P,01,LC,59184.0,29.0,1972-12-14,2008-11-17
1812,001664,P,01,LC,85535.0,7555.0,1985-05-23,1987-12-17
1816,001665,P,01,LC,57920.0,280.0,1972-12-14,1986-12-31
1819,001666,C,01,LU,58149.0,281.0,1962-07-02,1979-07-31
1821,001667,P,01,LU,14438.0,3022.0,1980-11-05,1991-09-30
1826,001669,P,01,LU,77828.0,27605.0,1992-07-31,2008-01-31
1831,001671,P,01,LU,29137.0,23601.0,1962-07-02,1979-01-31
1833,001672,P,01,LC,63458.0,286.0,1973-10-17,1985-04-11
1835,001673,P,01,LU,14446.0,289.0,1979-04-27,1985-09-30
1837,001674,C,00X,LU,56881.0,7324.0,1976-01-01,1981-01-29
1838,001674,C,01,LU,56881.0,7324.0,1981-01-30,1986-11-17
1840,001675,P,01,LU,64397.0,288.0,1980-03-04,1994-11-30
1843,001677,C,01,LU,29145.0,20202.0,1962-07-02,2007-08-31
1845,001678,P,01,LC,39490.0,20204.0,1964-01-31,
1848,001679,P,01,LU,14462.0,298.0,1980-07-14,1984-11-30
1851,001680,C,01,LC,66448.0,25763.0,1981-02-27,1988-10-12
1854,001681,C,01,LC,87194.0,7288.0,1986-02-03,1987-10-08
1857,001682,P,01,LC,78231.0,26215.0,1985-06-28,2015-01-30
1859,001683,C,01,LU,28230.0,23529.0,1963-12-31,1978-05-31
1861,001684,P,01,LC,14510.0,324.0,1973-07-09,1976-12-31
1864,001686,P,01,LU,14526.0,317.0,1973-01-31,
1866,001687,C,00X,LU,29153.0,318.0,1976-06-01,1979-06-28
1867,001687,C,01,LU,29153.0,318.0,1979-06-29,1987-12-28
1868,001688,C,00X,LU,14569.0,313.0,1973-10-01,1979-01-30
1869,001688,P,01,LU,14569.0,313.0,1979-01-31,1981-08-31
1872,001690,P,01,LU,14593.0,7.0,1980-12-12,
1875,001691,P,01,LU,14606.0,22540.0,1972-12-14,1979-07-31
1877,001692,P,01,LU,14614.0,5836.0,1983-03-03,1989-05-31
1879,001693,P,01,LU,14622.0,6115.0,1983-06-29,1993-02-26
1881,001694,P,01,LU,14649.0,6147.0,1983-07-07,1986-07-31
1884,001695,P,01,LU,14657.0,6264.0,1983-08-04,1988-09-02
1887,001696,P,01,LC,14665.0,6597.0,1983-11-18,1989-12-28
1889,001697,P,01,LC,14673.0,319.0,1980-07-22,1981-12-31
1895,001699,P,01,LU,48813.0,25025.0,1969-07-24,1986-01-31
1898,001700,C,00X,LU,29161.0,64.0,1965-11-01,1966-01-30
1899,001700,C,01,LU,29161.0,64.0,1966-01-31,1981-09-23
1902,001701,P,01,LU,59491.0,63.0,1972-12-14,1980-10-31
1908,001703,C,01,LU,52804.0,20206.0,1971-07-13,2000-01-07
1911,001704,P,01,LU,14702.0,194.0,1972-12-14,
1913,001705,C,01,LC,14729.0,210.0,1980-01-31,1986-07-15
1915,001706,P,01,LC,11581.0,323.0,1987-08-05,
1918,001707,P,01,LU,14737.0,4192.0,1979-09-14,1992-03-31
1928,001710,C,01,LC,78234.0,26144.0,1982-11-01,1984-09-13
1931,001711,P,01,LU,49066.0,25043.0,1969-08-25,1981-09-30
1932,001712,C,00X,LC,14761.0,352.0,1976-01-01,1976-01-29
1933,001712,C,01,LU,14761.0,352.0,1976-01-30,2022-06-30
1936,001713,C,01,LU,14780.0,329.0,1980-09-15,1986-08-13
1939,001714,P,01,LU,14788.0,339.0,1979-01-31,1987-09-30
1950,001717,C,01,LU,14796.0,328.0,1980-11-19,1984-09-04
1953,001718,C,01,LU,14809.0,326.0,1982-01-29,1994-07-21
1955,001719,P,01,LU,14817.0,6064.0,1984-06-08,1986-01-31
1958,001720,P,01,LU,49891.0,25095.0,1970-01-28,1982-06-30
1960,001721,P,01,LC,79760.0,4981.0,1983-08-31,1998-08-17
1961,001722,C,00X,LC,10516.0,20207.0,1949-07-01,1962-01-30
1962,001722,P,01,LC,10516.0,20207.0,1962-01-31,
1963,001723,C,00X,LU,14825.0,331.0,1973-02-01,1978-01-30
1964,001723,P,01,LU,14825.0,331.0,1978-01-31,1983-01-31
1966,001724,P,01,LU,14833.0,6721.0,1983-12-16,1993-01-29
1969,001725,C,01,LU,14841.0,127.0,1972-12-14,1978-01-31
1974,001727,P,01,LU,14860.0,333.0,1972-12-14,1975-01-31
1975,001728,P,01,LC,14868.0,332.0,1978-01-01,2014-02-28
1977,001729,P,01,LU,33583.0,1591.0,1981-08-11,1994-12-30
1980,001730,C,01,LC,14868.0,332.0,1972-12-14,1977-12-31
1986,001732,P,01,LU,61719.0,338.0,1972-12-14,1986-07-31
1989,001733,P,01,LC,14892.0,337.0,1976-01-13,1986-08-28
1991,001734,P,01,LU,14905.0,5707.0,1982-12-03,1987-08-31
1994,001735,C,00X,LC,29188.0,23602.0,1973-03-01,1974-06-18
1999,001738,C,00X,LC,24088.0,23256.0,1949-08-01,1962-01-30
2000,001738,P,01,LC,24088.0,23256.0,1962-01-31,1979-01-26
2004,001739,P,01,LU,14913.0,6151.0,1983-07-08,1992-06-30
2008,001741,P,01,LU,14940.0,21.0,1972-12-14,1986-10-31
2015,001743,C,02,LC,48004.0,24975.0,1969-03-18,1988-07-25
2016,001743,C,02,LC,77595.0,11512.0,1992-05-13,
2025,001746,P,01,LU,29196.0,20211.0,1962-07-02,1997-08-06
2030,001748,P,01,LU,39503.0,24391.0,1963-08-05,1973-04-30
2032,001749,C,01,LU,52046.0,25221.0,1971-03-01,1986-04-10
2034,001750,P,01,LU,66819.0,25770.0,1984-11-26,1986-12-31
2037,001751,C,00X,LU,14964.0,3955.0,1975-01-01,1979-01-30
2038,001751,C,01,LU,14964.0,3955.0,1979-01-31,1988-05-03
